"rr","year","revenue","rrcode","revenue.ton.miles","price","price.capital","quantity.capital","price.cars","price.locomotives","quantity.cars","quantity.locomotives","quantity.fuel","price.fuel","price.labor","quantity.labor","average.length.of.haul","miles.of.road","percent.unit","percent.bulk"
"ATSF",1983,3895093328.6002,130100,67747758000,0.05749405505936,NA,NA,6857.71213865513,157763.672634438,59211,2025,329494000,1.51765399521311,35.7778628604584,46069000,710.6433105,12079,0.0731843747065401,0.283080326671791
"ATSF",1984,4174077413.14203,130100,75088302000,0.05558891734084,NA,NA,7145.23967680002,167534.097753288,53534,1912,343710211,1.46198491470311,33.6854682670911,50054000,737.1860962,11943,0.0636762478794633,0.293293395219212
"ATSF",1985,3771706255.3843,130100,69094749000,0.0545874514340345,NA,NA,6366.49580963715,155895.181518411,48611,1844,315956739,1.36479560045487,33.3519276358095,46938000,726.0750122,11869,0.0721970691578893,0.262333757187106
"ATSF",1986,3453206326.47158,130100,67143071000,0.0514305687100845,NA,NA,5336.33416861027,140857.312684521,44977,1798,289403240,0.81649797322944,32.8929315783008,42569000,737.1069336,11661,0.0638813466386743,0.276643450175561
"ATSF",1987,3383824054.52411,130100,72004927000,0.0469943404640089,NA,NA,4803.6129108843,131576.790802215,42962,1726,313094614,0.917436018099348,33.7228441487074,40264000,749.0447998,11709,0.0577432095453377,0.302680116935493
"ATSF",1988,3600591006.37726,130100,77274953000,0.0465945415246937,NA,NA,4499.47449995881,130990.453951,41610,1699,329855680,0.808400120948193,36.7942540271883,37757000,720.3579102,11652,0.050727861782727,0.319242240609679
"ATSF",1989,3502287188.9984,130100,82741647000,0.042327984950534,NA,NA,4342.51201411575,136088.24101105,38357,1582,NA,NA,25.275747760796,34992000,803.2467651,11266,0.0547629649068987,0.270612961190443
"ATSF",1990,3257552409.56211,130100,77929441000,0.0418013059988728,NA,NA,4395.61206182308,139450.741151054,34826,1681,311892902,1.08943787830838,38.1048629690417,29880081,757.7736206,10650,0.0607663878148439,0.250634897371202
"ATSF",1991,3294037395.68149,130100,80836341000,0.0407494618748453,NA,NA,4344.81604128681,140112.331932321,32284,1686,311885000,0.98742990562681,35.8405664098555,26900515,774.0646362,9639,0.0916008873781162,0.22363701225169
"ATSF",1992,3335747361.32016,130100,85640084000,0.0389507717124631,NA,NA,4116.5613567424,131226.907636533,31608,1661,318893000,0.904518232205998,35.2577117079726,26432668,778.6807251,8750,0.0853131424999536,0.219698866118049
"ATSF",1993,3547546909.89304,130100,93114029000,0.0380989518764465,NA,NA,3898.38950655624,136139.375016888,32312,1716,348158000,0.94060881211479,33.6378473794662,27635117,793.5336304,8536,0.09471258734916,0.213751974727467
"ATSF",1994,3981047277.83158,130100,1e+11,0.0398104727783158,NA,NA,3945.92917090244,157688.899271328,30312,1719,397040000,0.861131730193027,33.8614526540977,28523913,811.0578003,8352,0.0958010503943777,0.179518857797974
"ATSF",1995,4013360123.19527,130100,1.04e+11,0.0385900011845699,NA,NA,4131.36548243201,102712.350760212,29805,1731,400143000,0.854635321021259,34.9205638591161,27613440,741.4000854,9126,0.0999999985261324,0.176519194558723
"BLE",1983,119867023.764025,411300,1279376000,0.0936917870618368,NA,NA,4118.69134534046,50213.9059960841,6768,63,3112718,1.74086749668964,40.1837932036884,1398000,103.3004456,204,0,0.338058769819499
"BLE",1984,148395287.511645,411300,1717366000,0.0864086557621645,NA,NA,4721.45309677744,44938.9534663212,6426,62,4398317,1.84277000511362,35.2227608279195,1477000,106.0167923,204,0,0.26079540743875
"BM",1983,213429854.192199,411600,2439333000,0.0874951694550102,NA,NA,222.153960518001,7069.71420121685,2530,122,12837250,1.75334457477781,17.9515286295577,5261000,200.3394318,1454,0.0729926888139019,0.207671394449537
"BM",1984,223449281.201778,411600,2636499000,0.0847522723133132,NA,NA,48.2838236992604,7984.32063138098,2092,165,12912523,1.71634297254481,17.0983029281859,5071000,202.605011,1410,0.0852218692548216,0.210244164286282
"BM",1985,195856755.036353,411600,2303016000,0.0850435928523089,NA,NA,5.90416946083214,8618.94688148669,1914,171,13813822,1.53722026633698,15.7028295221005,5029000,191.758194,1404,0.0830431695173652,0.232280686134902
"BM",1986,144140341.196218,411600,1650748000,0.0873181982932695,NA,NA,9.28013176417144,3709.7693368277,1900,171,11207469,0.913608684076215,16.5279241738997,3867000,179.0593414,1350,0.0762879157266387,0.233612280339566
"BM",1987,147382432.754,411600,1198013000,0.123022398549932,NA,NA,NA,NA,NA,NA,7342966,0.889263979649091,31.6117255775609,1671000,121.1337738,1196,0.0707789587620143,0.263894743736306
"BM",1988,0,411600,1359932000,0,NA,NA,107.019392835676,4085.44183210606,1314,136,0,Inf,Inf,0,101.2306061,1196,0.142734572801082,NA
"BNSF",1983,7556547405.88391,130500,1.72e+11,0.0439334151504879,NA,NA,6545.75549836874,42314.4789126034,81614,2999,514704902,1.57186562655316,30.863443748076,79032000,718.2945557,28068,0.546537575560433,0.234903015777632
"BNSF",1984,8333240966.6302,130500,2.01e+11,0.0414589102817423,NA,NA,6678.45291047996,39722.2680663015,72451,2904,555007907,1.56113429205695,32.4244416665164,77557000,750.9107056,27583,0.579206654739991,0.248454172424806
"BNSF",1985,7187087422.16883,130500,1.84e+11,0.0390602577291784,NA,NA,6033.80821660227,42287.363907441,65802,2796,510101844,1.41207812423097,31.6381302800092,71236000,752.7860107,26780,0.581558883236255,0.226034520763089
"BNSF",1986,6892459810.92484,130500,1.87e+11,0.036858073855213,NA,NA,4906.64610009205,44224.7739362865,58302,2530,512476292,0.868824580442226,32.9935177886192,66332000,756.6123047,25539,0.609166087362008,0.23862003799164
"BNSF",1987,6899102950.71776,130500,2.06e+11,0.0334907910229018,NA,NA,4443.9494521463,40141.6806821996,56472,2355,508617106,0.921876673692704,34.8199613019468,62109000,770.2879028,23476,0.639458571670629,0.258833321944227
"BNSF",1988,7405199140.83235,130500,2.24e+11,0.0330589247358587,NA,NA,4112.30714220347,36978.3497395652,56117,2324,578173532,0.805456583913629,35.2928326800638,62169000,760.6981812,23391,0.648067939025639,0.255611467476557
"BNSF",1989,7313070853.5666,130500,2.33e+11,0.0313865701869811,NA,NA,3287.03911545511,33313.2880155282,61177,2309,592163513,0.882957458421033,35.6242285795669,62966000,783.3842773,23356,0.652638046283523,0.24234554280943
"BNSF",1990,7305064167.05343,130500,2.34e+11,0.0312182229361258,NA,NA,3166.58280685515,30866.8168355589,60250,2327,592208684,1.07330181258725,35.2406417838852,62752166,766.3330688,23212,0.658162842467634,0.238582263034926
"BNSF",1991,6995255878.2989,130500,2.32e+11,0.0301519649926677,NA,NA,2770.07756081736,25391.8061389283,58210,2340,561325028,0.974519457323352,35.9094825643109,60108829,770.3721313,23088,0.668224395917989,0.23592356148407
"BNSF",1992,6889993771.92618,130500,2.33e+11,0.0295707887207132,NA,NA,2658.88388952247,25055.1475370406,58927,2251,559635940,0.904562266152724,34.7848246936576,58217730,764.8842773,22786,0.656382116827759,0.235225355632738
"BNSF",1993,6812364496.48772,130500,2.37e+11,0.0287441539936191,NA,NA,2241.34995193263,22118.8333766388,61500,2320,587662020,0.870310968236947,34.1007459745271,58166543,778.0965576,22316,0.660619635959886,0.220003680826059
"BNSF",1994,7093793415.2785,130500,2.61e+11,0.0271792851160096,NA,NA,2129.39683051085,27564.0284357082,64569,2402,630523299,0.811577407075681,33.846944789077,59955637,793.2865601,22189,0.678815780575119,0.214260870879361
"BNSF",1995,7448385005.47215,130500,2.93e+11,0.0254211092336934,NA,NA,1862.66463051027,38131.7838590829,67017,2585,680302768,0.810769330342147,34.0620213582826,61264027,834.8161621,22200,0.705552787997231,0.233755310741426
"BNSF",1996,11075172538.7307,130500,4.11e+11,0.0269468918217293,NA,NA,2611.53108814775,72232.5234312945,95204,4473,1068834000,0.886661645349211,34.702817653606,82392904,875.0797729,35208,0.518117432872274,0.209819130707971
"BNSF",1997,11438775988.5983,130500,4.25e+11,0.0269147670319959,NA,NA,2444.36850236977,87877.4199854308,94053,4736,1091857000,0.877168031531477,37.1589927141263,81435533,935.3687744,33757,0.414481186327668,0.206861598683577
"BNSF",1998,11981875457.4853,130500,4.69e+11,0.0255477088645741,NA,NA,2516.54547678759,98412.3332418657,96372,5031,1154598000,0.79206267580421,37.8314124926655,83856742,970.3060913,33353,0.439998659234633,0.192316279214299
